dataset,shots,model,hmm,flip_prob,nll,prob,acc,nll_avg
logiqa,1,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.144199510271764,0.31847875475146625,0.44,2.22443359375
logiqa,2,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.377587891553946,0.25218612027686366,0.22,2.0275677490234374
logiqa,3,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3947074696176198,0.24790554566519296,0.24,2.130791015625
logiqa,4,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2252700879542988,0.29367837062067376,0.3,2.05451171875
logiqa,5,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2837602449035468,0.27699377529581815,0.3,1.8825042724609375
logiqa,6,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2505088789241845,0.2863590376974186,0.26,1.85802734375
logiqa,7,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2000304512579256,0.3011850403092136,0.32,1.7312890625
logiqa,8,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.258776774311619,0.2840012116912295,0.3,1.8245654296875
logiqa,9,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3001905059780159,0.27247987904336,0.3,1.9776171875
logiqa,10,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.596078663914164,0.20268977639618402,0.2,2.067421875
logiqa,11,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.013105386621458,0.363089693168041,0.38,1.5636328125
logiqa,12,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.4163553982082655,0.24259657554659683,0.34,1.9755859375
logiqa,13,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.4415901503903497,0.23655130730064822,0.24,2.15335693359375
logiqa,14,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.1015693966141018,0.33234908666372065,0.4,1.4983203125
logiqa,15,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3921310109561322,0.24854508757842309,0.26,1.9740234375
logiqa,16,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2246493230372584,0.2938607324461043,0.34,1.776767578125
logiqa,17,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.1767850485644429,0.3082682145291795,0.36,1.67685302734375
logiqa,18,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.315093862949412,0.2684491246300424,0.26,1.75169677734375
logiqa,19,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.0913059014001751,0.3357777146802693,0.38,1.5070989990234376
logiqa,20,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2700911304927194,0.28080603062040105,0.24,1.946279296875
